time,open,high,low,close_stock,volume,amount,thscode,close_index,ret_stock,ret_index,ret_excess,vol_20,vol_regime,ret_excess_fwd_5
2015-04-10,1128.4211,1143.7696,1126.477,1129.5978,10201946.0,2048914304.0,600519.SH,4344.416,0.0009973660851048,0.019304396056627,-0.0183070299715222,0.22612172608055936,mid,0.0071837127774834
2015-04-13,1136.4023,1151.4438,1123.0491,1148.4253,9135609.0,1840018389.0,600519.SH,4421.073,0.0166674368523027,0.0176449492866244,-0.0009775124343216,0.22454916226309315,mid,0.0219550194585625
2015-04-14,1148.9369,1175.9501,1148.7322,1159.1692,8190313.0,1691094329.0,600519.SH,4438.184,0.0093553320359625,0.003870327406944,0.0054850046290184,0.21881285193574213,mid,0.0704033992373263
2015-04-15,1175.0292,1178.5082,1149.7555,1157.6343,5500520.0,1135635917.0,600519.SH,4380.513,-0.0013241380119486,-0.0129942787410346,0.011670140729086,0.21517480360845523,mid,-0.0028820356469174
2015-04-16,1172.2154,1262.8736,1168.5317,1262.8736,8601417.0,1877332299.0,600519.SH,4513.546,0.090908933848971,0.0303692741010015,0.0605396597479694,0.3813382790391435,high,-0.0278235375026344
2015-04-17,1327.4905,1377.6288,1273.157,1295.0541,19209491.0,4577503916.0,600519.SH,4596.136,0.0254819643074335,0.0182982515299501,0.0071837127774834,0.37529755106002516,high,0.0169254812996052
2015-04-20,1281.9568,1362.2804,1276.8406,1302.5749,13058871.0,3118764548.0,600519.SH,4521.919,0.0058073249604013,-0.0161476944981612,0.0219550194585625,0.36933638874753794,high,-0.0319927737425745
2015-04-21,1333.1183,1422.2928,1333.1183,1422.2928,12240188.0,3039243960.0,600519.SH,4619.164,0.0919086495525132,0.0215052503151869,0.0704033992373263,0.47216731499573816,high,-0.0149135174035293
2015-04-22,1480.4635,1481.4867,1420.6557,1455.3432,13463506.0,3543576711.0,600519.SH,4739.814,0.0232374093435614,0.0261194449904789,-0.0028820356469174,0.47178994817197595,high,0.0001937268294405
2015-04-23,1455.9059,1456.7757,1399.5259,1415.1814,8603012.0,2214737651.0,600519.SH,4740.892,-0.0275961024176291,0.0002274350850053,-0.0278235375026344,0.4852616386483727,high,0.0141813043601788
2015-04-24,1393.8982,1433.8042,1358.7502,1427.7159,10053123.0,2547399865.0,600519.SH,4702.641,0.0088571684167131,-0.0080683128828921,0.0169254812996052,0.48279539494477997,high,0.0020743362567086
2015-04-27,1423.0602,1475.3473,1399.5771,1413.9023,7897335.0,2050832438.0,600519.SH,4807.592,-0.009675314255448,0.0223174594871264,-0.0319927737425745,0.47640698563426237,high,-0.0110082734410192
2015-04-28,1404.7444,1428.2787,1369.1872,1373.4847,8729177.0,2187970737.0,600519.SH,4741.861,-0.0285858506630903,-0.013672333259561,-0.0149135174035293,0.4988144252257147,high,0.0160803317383685
2015-04-29,1364.3268,1399.6283,1364.3268,1383.1543,5930057.0,1477767688.0,600519.SH,4774.326,0.0070401949144391,0.0068464680849986,0.0001937268294405,0.496035111504633,high,0.0268276598781548
2015-04-30,1390.1634,1409.349,1372.7685,1395.6888,6406407.0,1610938043.0,600519.SH,4749.886,0.0090622571899605,-0.0051190471702182,0.0141813043601788,0.49321930621252935,high,0.0150453582562655
2015-05-04,1397.8888,1430.3252,1384.3821,1409.7071,5473902.0,1398337296.0,600519.SH,4787.741,0.0100440012128779,0.0079696649561693,0.0020743362567086,0.489822660242956,high,-0.0170834556410983
2015-05-05,1394.5121,1394.5121,1332.5044,1337.9787,7370003.0,1801146749.0,600519.SH,4596.837,-0.0508817753702171,-0.0398735019291978,-0.0110082734410192,0.539702763760911,high,-0.0229913885919795
2015-05-06,1353.4806,1368.8802,1333.1695,1346.8296,6032432.0,1472597539.0,600519.SH,4553.327,0.006615127729612,-0.0094652040087565,0.0160803317383685,0.5389778887647954,high,0.0133056824365856
2015-05-07,1358.6991,1393.8982,1346.2157,1358.3409,6810290.0,1693825898.0,600519.SH,4470.089,0.0085469609518531,-0.0182806989263016,0.0268276598781548,0.5381390306100061,high,-0.014274018187694
2015-05-08,1364.4292,1409.2466,1363.3036,1405.6142,5780559.0,1447670266.0,600519.SH,4558.404,0.0348022355801846,0.0197568773239191,0.0150453582562655,0.534358786089175,high,-0.0052206564038783
2015-05-11,1391.954,1425.1579,1384.2798,1422.344,6134570.0,1552417973.0,600519.SH,4690.532,0.0119021279096356,0.0289855835507339,-0.0170834556410983,0.5328989070367293,high,-0.005997818017758
2015-05-12,1421.1161,1421.1161,1394.5121,1406.8932,4703129.0,1193035140.0,600519.SH,4747.421,-0.0108629136130219,0.0121284749789576,-0.0229913885919795,0.5387038971605898,high,-0.0001081628563521
2015-05-13,1403.7212,1450.6363,1397.0702,1417.0232,5891341.0,1520374556.0,600519.SH,4718.436,0.0072002622516051,-0.0061054201849805,0.0133056824365856,0.5388312502798461,high,0.009440128778329
2015-05-14,1416.2558,1432.8833,1390.5215,1391.4936,4185329.0,1062504725.0,600519.SH,4700.778,-0.0180163599297457,-0.0037423417420516,-0.014274018187694,0.5469373644269689,high,-0.0011962831277361
2015-05-15,1391.4936,1402.1352,1341.3553,1359.5688,5418507.0,1333031173.0,600519.SH,4617.47,-0.0229428292016578,-0.0177221727977794,-0.0052206564038783,0.46634671892389923,high,0.0390671702017937
2015-05-18,1358.6991,1358.6991,1333.6299,1338.9507,3536324.0,856505079.0,600519.SH,4575.14,-0.0151651758998881,-0.0091673578821301,-0.005997818017758,0.46393903568524164,high,0.007083753394337
2015-05-19,1338.4903,1385.4054,1334.1415,1384.4845,4763777.0,1174434448.0,600519.SH,4731.222,0.034007077333019,0.0341152401893711,-0.0001081628563521,0.4775549876338894,high,-0.0236931568657997
2015-05-20,1394.5121,1435.4413,1380.6985,1404.4886,6377150.0,1631009463.0,600519.SH,4754.919,0.0144487713658043,0.0050086425874753,0.009440128778329,0.3492163205559092,high,-0.0248620610859845
2015-05-21,1414.9767,1442.0923,1404.7956,1428.2276,4766913.0,1230234942.0,600519.SH,4840.976,0.0169022375831318,0.0180985207108679,-0.0011962831277361,0.34421767486992144,high,0.0139714198954588
2015-05-22,1433.8042,1521.3927,1433.3437,1516.5835,6664906.0,1779754347.0,600519.SH,4951.335,0.0618640194321968,0.0227968492304031,0.0390671702017937,0.39437882283494813,high,0.0082450553951449
2015-05-25,1486.6028,1581.2005,1481.4867,1572.7077,6747362.0,1868570180.0,600519.SH,5099.495,0.0370069963177102,0.0299232429233731,0.007083753394337,0.4114931112598232,high,-0.0217893698141882
2015-05-26,1571.5309,1588.9259,1558.0243,1566.1078,6091468.0,1746031124.0,600519.SH,5198.918,-0.004196520434153,0.0194966364316466,-0.0236931568657997,0.40932619485276206,high,-0.03345463228439
2015-05-27,1566.0055,1585.4469,1501.9513,1521.9043,4693479.0,1309259999.0,600519.SH,5181.434,-0.0282250685425359,-0.0033630074565513,-0.0248620610859845,0.40893024263859235,high,-0.0097947016224587
2015-05-28,1513.4626,1542.8805,1435.9529,1441.1203,6088499.0,1650995554.0,600519.SH,4834.007,-0.0530808671741054,-0.0670522870695642,0.0139714198954588,0.45852288617204773,high,-0.0235171800500757
2015-05-29,1435.4925,1481.4867,1434.8786,1455.0362,5778309.0,1531805542.0,600519.SH,4840.829,0.0096563069717356,0.0014112515765907,0.0082450553951449,0.4586413142888608,high,-0.0251585480641867
2015-06-01,1455.599,1501.849,1434.4181,1494.0724,6581670.0,1747123649.0,600519.SH,5076.179,0.0268283359548031,0.0486177057689913,-0.0217893698141882,0.4661207960795135,high,0.0158034087930245
2015-06-02,1489.1609,1489.1609,1438.818,1469.3102,6463560.0,1708951665.0,600519.SH,5161.87,-0.016573627891125,0.016881004393265,-0.03345463228439,0.42751802806841177,high,-0.0128912483755402
2015-06-03,1461.943,1469.3102,1435.4925,1449.7154,4642403.0,1218378716.0,600519.SH,5143.59,-0.0133360538843327,-0.003541352261874,-0.0097947016224587,0.43237864097248707,high,0.0087946847889983
2015-06-04,1450.6875,1461.0221,1333.1183,1426.2834,9236273.0,2332785391.0,600519.SH,5181.416,-0.0161631724406046,0.0073540076094711,-0.0235171800500757,0.4378235289679875,high,-0.0030403432967748
2015-06-05,1425.7718,1446.1852,1363.8152,1403.9258,8573823.0,2188974566.0,600519.SH,5230.552,-0.0156754260759117,0.0094831219882749,-0.0251585480641867,0.4253790633948566,high,0.015791201328223
2015-06-08,1392.0052,1474.0171,1383.2566,1459.1803,9600797.0,2462736702.0,600519.SH,5353.751,0.0393571369655005,0.023553728172476,0.0158034087930245,0.4459931694526396,high,0.0035265763907352
2015-06-09,1461.0221,1485.5796,1417.5348,1430.4787,7785186.0,2045525401.0,600519.SH,5317.461,-0.0196696734461122,-0.006778425070572,-0.0128912483755402,0.45034507959607917,high,0.0052875418338967
2015-06-10,1413.1349,1470.6404,1403.7212,1440.8133,8046208.0,2096832880.0,600519.SH,5309.112,0.0072245745427736,-0.0015701102462246,0.0087946847889983,0.45034937607024383,high,-0.010459873955795
2015-06-11,1435.4413,1458.464,1424.0323,1435.7483,5295454.0,1378413758.0,600519.SH,5306.59,-0.0035153756562352,-0.0004750323594604,-0.0030403432967748,0.44504778201804013,high,0.0001915391117139
2015-06-12,1446.2876,1501.9513,1440.5575,1466.1382,9090952.0,2438986511.0,600519.SH,5335.115,0.0211665930581286,0.0053753917299055,0.015791201328223,0.43985340689146274,high,0.0267902791641587
2015-06-15,1471.1521,1496.8351,1435.8506,1439.9947,10001422.0,2664672586.0,600519.SH,5221.167,-0.0178315386639541,-0.0213581150546894,0.0035265763907352,0.44150452627304915,high,0.0340618687474203
2015-06-16,1430.3252,1465.115,1397.0702,1404.4886,6930384.0,1789696036.0,600519.SH,5064.821,-0.0246571046407324,-0.0299446464746292,0.0052875418338967,0.4377313932245186,high,0.0131945319561619
2015-06-17,1404.5398,1423.9812,1379.1637,1410.321,5838881.0,1478407037.0,600519.SH,5138.831,0.0041526858957772,0.0146125598515722,-0.010459873955795,0.4350773502077648,high,0.0021445920574806
2015-06-18,1399.7306,1408.8373,1336.188,1353.4294,6150650.0,1530836127.0,600519.SH,4930.549,-0.0403394688159645,-0.0405310079276785,0.0001915391117139,0.4536143704957872,high,0.0443898755547896
2015-06-19,1363.1501,1376.5544,1302.5237,1309.1236,6760866.0,1646002769.0,600519.SH,4637.052,-0.0327359520932529,-0.0595262312574117,0.0267902791641587,0.3968777762522066,high,0.0492881510567823
2015-06-23,1332.0951,1414.2093,1303.0865,1395.7912,8124734.0,1989068141.0,600519.SH,4786.091,0.0662027634365463,0.0321408946891259,0.0340618687474203,0.4498412169611345,high,-0.0259433314080872
2015-06-24,1384.2798,1462.0453,1372.2569,1441.6319,9570694.0,2463553858.0,600519.SH,4880.126,0.0328420898483958,0.0196475578922339,0.0131945319561619,0.470098439546332,high,0.0486037784376511
2015-06-25,1443.1156,1445.8271,1385.3542,1393.4377,6652166.0,1707385606.0,600519.SH,4706.516,-0.0334303090823671,-0.0355749011398477,0.0021445920574806,0.4740439638822057,high,0.0442050141718596
2015-06-26,1384.3821,1413.6977,1309.0724,1345.6529,9933201.0,2451381599.0,600519.SH,4336.195,-0.034292742330712,-0.0786826178855016,0.0443898755547896,0.4524311840425668,high,0.0167120310751204
2015-06-29,1375.9405,1417.5348,1270.7013,1367.0896,16507167.0,4057069903.0,600519.SH,4191.549,0.0159303338921945,-0.0333578171645877,0.0492881510567823,0.45530525775020486,high,-0.0133369742735935
2015-06-30,1367.0896,1434.5204,1363.8152,1423.4184,12629819.0,3205285541.0,600519.SH,4472.998,0.0412034441634256,0.0671467755715129,-0.0259433314080872,0.4702936646570953,high,-0.0182654770746926
2015-07-01,1409.8606,1478.9286,1389.2936,1422.5998,10332654.0,2696026039.0,600519.SH,4253.021,-0.0005750944346371,-0.0491788728722882,0.0486037784376511,0.46713952982955725,high,0.0398067476462236
2015-07-02,1411.3954,1551.0663,1358.7502,1436.9762,11845972.0,3011363680.0,600519.SH,4107.996,0.0101057233383556,-0.0340992908335039,0.0442050141718596,0.4664774250494488,high,0.0178442653193267
2015-07-03,1409.8606,1437.9994,1344.3738,1383.3078,10960531.0,2772183160.0,600519.SH,3885.917,-0.0373481481460862,-0.0540601792212066,0.0167120310751204,0.4819953021924107,high,-0.0261369237467279
2015-07-06,1476.1147,1476.3194,1330.5602,1404.9491,27279966.0,7012491142.0,600519.SH,3998.537,0.0156446020184373,0.0289815762920309,-0.0133369742735935,0.48225021999629186,high,-0.0530284012258863
2015-07-07,1384.2798,1417.9441,1330.5602,1354.5038,16756224.0,4121731560.0,600519.SH,3928.003,-0.0359054288870679,-0.0176399518123753,-0.0182654770746926,0.475715313801944,high,-0.0075961731160059
2015-07-08,1276.8406,1358.6479,1229.5674,1317.0536,28914054.0,6738026659.0,600519.SH,3663.038,-0.0276486489000621,-0.0674553965462857,0.0398067476462236,0.48018093916280497,high,0.0435529179586456
2015-07-09,1317.0536,1437.539,1297.3053,1424.9021,13820334.0,3409950542.0,600519.SH,3897.626,0.0818861889903341,0.0640419236710074,0.0178442653193267,0.5678270951567285,high,-0.006499379783041
2015-07-10,1420.0929,1553.1128,1394.3075,1464.0406,25614930.0,6888908351.0,600519.SH,4106.556,0.027467501100602,0.0536044248473299,-0.0261369237467279,0.5758459569762516,high,-0.0242197156742156
2015-07-13,1425.209,1463.9895,1389.396,1423.93,14892616.0,3838169457.0,600519.SH,4211.812,-0.027397191034183,0.0256312101917033,-0.0530284012258863,0.5797399539435022,high,-0.0148668332063215
2015-07-14,1409.8606,1410.7815,1369.9546,1379.4195,9676830.0,2425239239.0,600519.SH,4112.149,-0.0312589101992374,-0.0236627370832315,-0.0075961731160059,0.5868760168797039,high,-0.0152197052467566
2015-07-15,1371.4894,1398.0934,1349.8993,1390.7262,10407746.0,2585923324.0,600519.SH,3966.759,0.0081967088329548,-0.0353562091256908,0.0435529179586456,0.5812478438005204,high,-0.0164165427557172
2015-07-16,1390.7262,1405.6653,1375.3777,1392.4145,7281433.0,1826618391.0,600519.SH,3997.356,0.0012139700826805,0.0077133498657215,-0.006499379783041,0.5810720083150321,high,-0.0124764542566655
2015-07-17,1416.3786,1421.95,1392.4043,1412.3828,5641853.0,1284361191.0,600519.SH,4151.496,0.0143407728086715,0.0385604884828871,-0.0242197156742156,0.5628712834651627,high,0.0161697659094732
2015-07-20,1405.9672,1410.188,1379.7981,1394.4865,6793355.0,1531275688.0,600519.SH,4160.612,-0.0126709982591122,0.0021958349472093,-0.0148668332063215,0.5504764816652536,high,0.0124806355622175
2015-07-21,1375.5772,1389.3653,1365.7287,1375.0707,5178996.0,1148423253.0,600519.SH,4166.006,-0.0139232613582132,0.0012964438885434,-0.0152197052467566,0.5011248099376883,high,0.0212243394535234
2015-07-22,1365.7287,1376.9842,1346.4817,1349.577,7085510.0,1552554839.0,600519.SH,4157.16,-0.0185399194383241,-0.0021233766826068,-0.0164165427557172,0.4891273417856706,high,-0.0229410971808017
2015-07-23,1354.4168,1369.1053,1341.9232,1363.1399,6474810.0,1411411702.0,600519.SH,4250.805,0.0100497415115994,0.0225261957682649,-0.0124764542566655,0.47727963397230017,high,0.0215257578226939
2015-07-24,1368.5425,1386.4951,1358.6939,1361.2827,5739009.0,1271122141.0,600519.SH,4176.279,-0.0013624426957202,-0.0175322086051935,0.0161697659094732,0.4605372143094014,high,0.0034678783104762
2015-07-27,1348.8454,1373.0448,1258.8011,1261.7275,7694415.0,1628465532.0,600519.SH,3818.731,-0.0731333763368916,-0.0856140118991092,0.0124806355622175,0.5260217234774405,high,0.0086105538181679
2015-07-28,1252.3854,1306.2994,1238.9914,1285.9832,8670357.0,1766521467.0,600519.SH,3811.093,0.0192241985690253,-0.002000140884498,0.0212243394535234,0.5066877133347875,high,-0.0206784881428945
2015-07-29,1296.9574,1309.451,1265.1605,1296.7322,6650743.0,1364157580.0,600519.SH,3930.379,0.0083585850888254,0.0312996822696272,-0.0229410971808017,0.5086133391049531,high,0.0002094789149126
2015-07-30,1302.8665,1302.8665,1281.8749,1286.7148,4113400.0,853284372.0,600519.SH,3815.412,-0.0077251108594357,-0.0292508686821296,0.0215257578226939,0.505922800649427,high,-0.0006376621434081
2015-07-31,1290.8794,1292.1738,1270.0566,1291.611,4073664.0,835374146.0,600519.SH,3816.699,0.0038051944378041,0.0003373161273279,0.0034678783104762,0.49194863319651483,high,-0.010942916797447
2015-08-03,1281.3122,1309.3947,1270.0566,1306.9748,5455303.0,1117796040.0,600519.SH,3829.235,0.0118950674777467,0.0032845136595787,0.0086105538181679,0.4902441007202225,high,-0.0220236422535811
2015-08-04,1305.2864,1331.8495,1305.2864,1320.5377,5953396.0,1260302964.0,600519.SH,3948.155,0.0103773232659116,0.0310558114088062,-0.0206784881428945,0.4765745197699862,high,-0.0022638214118803
2015-08-05,1325.9403,1331.1179,1292.23,1293.637,4314385.0,907597376.0,600519.SH,3866.9,-0.0203710200776547,-0.0205804989925674,0.0002094789149126,0.4718216549412303,high,0.0069451141295052
2015-08-06,1288.2343,1295.3816,1270.0566,1281.0871,3924980.0,805358564.0,600519.SH,3831.852,-0.009701253133607,-0.0090635909901989,-0.0006376621434081,0.3580572022536532,high,-0.0146023892892639
2015-08-07,1295.3253,1301.5721,1284.6888,1292.1738,3952134.0,819022560.0,600519.SH,3906.945,0.0086541344456594,0.0195970512431065,-0.010942916797447,0.34122272702041023,high,0.002496041509804
2015-08-10,1292.624,1326.3343,1282.0438,1322.3949,5649643.0,1182083559.0,600519.SH,4084.365,0.0233877981429433,0.0454114403965244,-0.0220236422535811,0.34655828799539523,high,-0.0172245875906548
2015-08-11,1322.3949,1323.0139,1309.5073,1313.6718,5089705.0,1076261224.0,600519.SH,4066.669,-0.0065964410479804,-0.0043326196361,-0.0022638214118803,0.3310282536567421,high,0.0393668938196938
2015-08-12,1309.3947,1333.5941,1302.4163,1306.4683,4582434.0,968610598.0,600519.SH,4016.126,-0.005483485296708,-0.0124285994262133,0.0069451141295052,0.32887005590097684,high,-0.0133709445559537
2015-08-13,1317.8926,1317.8926,1286.9399,1306.6934,3518025.0,733202199.0,600519.SH,4075.463,0.0001722965647157,0.0147746858539796,-0.0146023892892639,0.3287175572533891,high,0.0028814023327494
2015-08-14,1312.2649,1317.3299,1305.2302,1309.3384,3066690.0,645849785.0,600519.SH,4073.54,0.0020241932805353,-0.0004718482292687,0.002496041509804,0.3229760733257008,high,0.0055669084457612
2015-08-17,1298.308,1302.8102,1275.6844,1288.178,5385832.0,1108212041.0,600519.SH,4077.872,-0.0161611390913151,0.0010634484993397,-0.0172245875906548,0.3245132759805574,high,0.0076232252145809
2015-08-18,1292.4551,1295.3816,1255.1431,1259.1388,5128552.0,1047896516.0,600519.SH,3825.412,-0.0225428473394205,-0.0619097411591144,0.0393668938196938,0.32950041981150024,high,0.1071516644920956
