time,open,high,low,close_stock,volume,amount,thscode,close_index,ret_stock,ret_index,ret_excess,vol_20,vol_regime,ret_excess_fwd_5
2015-02-02,1003.1777,1007.7311,992.8943,999.6476,3398336.0,593379653.0,600519.SH,3353.96,-0.0119342107617144,-0.0234190059952421,0.0114847952335277,0.2523493100026242,mid,0.0395864031411423
2015-02-03,1013.2565,1019.2424,1006.7079,1017.8099,2779280.0,493512567.0,600519.SH,3437.445,0.0181687026508141,0.0248914715739008,-0.0067227689230866,0.26061454698207936,mid,-0.0251689018936592
2015-02-04,1021.8005,1036.7908,1010.8008,1012.0798,3529371.0,634135328.0,600519.SH,3401.768,-0.0056298332331017,-0.0103789296992388,0.004749096466137,0.2520258072247287,mid,-0.0066510746308348
2015-02-05,1020.8796,1030.7538,995.4523,995.7081,4123962.0,735861121.0,600519.SH,3366.946,-0.0161762936084685,-0.0102364417561692,-0.0059398518522992,0.2558624252912977,mid,-0.0004862933345877
2015-02-06,998.7267,1008.2427,993.4059,998.522,3710238.0,648205629.0,600519.SH,3312.42,0.0028260290340111,-0.0161944979218555,0.0190205269558667,0.2568500680369208,mid,-0.0131193556358291
2015-02-09,1004.5079,1052.2416,1000.5685,1048.1487,8729358.0,1584342294.0,600519.SH,3345.921,0.0497001568317974,0.010113753690655,0.0395864031411423,0.31292029973313357,high,-0.0045083712028581
2015-02-10,1050.7068,1052.7532,1033.5677,1040.8838,5363887.0,984795852.0,600519.SH,3406.943,-0.0069311730291702,0.018237728864489,-0.0251689018936592,0.3127576564603458,high,-0.0118726558130145
2015-02-11,1038.428,1047.8929,1036.7908,1042.2651,2289479.0,420358857.0,600519.SH,3434.124,0.001327045343582,0.0079781199744168,-0.0066510746308348,0.3113663707606126,high,0.020956489551302
2015-02-12,1046.5627,1049.1208,1036.4327,1044.4139,2505098.0,458818631.0,600519.SH,3442.874,0.0020616635825183,0.002547956917106,-0.0004862933345877,0.30707659710342505,high,-0.012068645814339
2015-02-13,1047.1766,1049.1719,1033.3119,1038.8885,4012705.0,734977407.0,600519.SH,3469.828,-0.00529043131272,0.0078289243231091,-0.0131193556358291,0.3075454250270639,high,0.0194465957609841
2015-02-16,1039.1443,1044.7209,1032.391,1043.0837,3952108.0,722512103.0,600519.SH,3499.483,0.0040381619394187,0.0085465331422769,-0.0045083712028581,0.24230652279068662,mid,-0.0094671792223725
2015-02-17,1044.3116,1046.0511,1035.9211,1037.5071,3417255.0,624854087.0,600519.SH,3522.322,-0.0053462632001629,0.0065263926128515,-0.0118726558130145,0.2398966380383986,mid,0.0033038077099979
2015-02-25,1041.4977,1055.3113,1031.8282,1046.4092,5993512.0,1104113268.0,600519.SH,3478.729,0.0085802786313462,-0.0123762109199557,0.020956489551302,0.22945598187504054,mid,-0.000530079731132
2015-02-26,1045.5906,1069.0738,1044.3116,1060.1205,6229772.0,1163369598.0,600519.SH,3566.295,0.0131031913710237,0.0251718371853628,-0.012068645814339,0.23246941695908002,mid,0.0017267395513499
2015-02-27,1061.4507,1100.3334,1060.9391,1082.6827,6337094.0,1217723178.0,600519.SH,3572.843,0.0212826749411978,0.0018360791802136,0.0194465957609841,0.2426143206316572,mid,-0.0041213641759966
2015-03-02,1081.4037,1096.7521,1072.1946,1081.0455,3109870.0,592027084.0,600519.SH,3601.265,-0.0015121697243339,0.0079550094980385,-0.0094671792223725,0.2418342694203576,mid,0.0218579486253964
2015-03-03,1073.7295,1087.5431,1052.5486,1056.5903,4299960.0,812905777.0,600519.SH,3507.9,-0.0226218045401418,-0.0259256122501397,0.0033038077099979,0.25178613498223873,mid,-0.0127389581430937
2015-03-04,1061.9111,1067.1296,1049.6835,1062.9344,4066223.0,757815044.0,600519.SH,3530.822,0.0060043140657264,0.0065343937968584,-0.000530079731132,0.2460616985531026,mid,0.0187654535895946
2015-03-05,1051.7812,1062.1158,1046.8697,1054.3904,3620624.0,670609773.0,600519.SH,3496.344,-0.0080381254007774,-0.0097648649521273,0.0017267395513499,0.24678791613123605,mid,-0.0157241427609911
2015-03-06,1053.5207,1059.3019,1042.8791,1044.6697,2547066.0,471454744.0,600519.SH,3478.52,-0.0092192607216454,-0.0050978965456488,-0.0041213641759966,0.24993183759635454,mid,-0.0202195536869616
2015-03-09,1055.8229,1092.608,1045.5906,1085.292,4348603.0,815432195.0,600519.SH,3537.75,0.0388853050873401,0.0170273564619436,0.0218579486253964,0.2767685861111368,mid,-0.0060375130595728
2015-03-10,1082.1199,1084.985,1063.3948,1066.2087,2963706.0,561292473.0,600519.SH,3520.611,-0.0175835627646753,-0.0048446046215815,-0.0127389581430937,0.2819864847977941,mid,0.0001593194506792
2015-03-11,1066.2087,1092.6592,1066.0552,1087.4407,4058339.0,778418696.0,600519.SH,3524.653,0.019913549758129,0.0011480961685343,0.0187654535895946,0.2867876930022581,mid,-0.0113396192710799
2015-03-12,1092.6592,1107.9565,1084.4734,1091.3802,3849640.0,747203168.0,600519.SH,3592.844,0.0036227262783157,0.0193468690393068,-0.0157241427609911,0.2769857734448768,mid,-0.0173106168744417
2015-03-13,1091.1244,1097.2637,1070.0458,1076.8503,2547927.0,486997365.0,600519.SH,3617.657,-0.0133133256403221,0.0069062280466394,-0.0202195536869616,0.2842931677722489,mid,-0.0236279871449744
2015-03-16,1077.6177,1100.3334,1062.0135,1096.5475,3116097.0,597313674.0,600519.SH,3705.671,0.0182914932558404,0.0243290063154133,-0.0060375130595728,0.23477966959393853,mid,-0.0113896539969384
2015-03-17,1102.8404,1121.7701,1102.3287,1111.9471,4590408.0,903712736.0,600519.SH,3757.122,0.0140437144765732,0.013884395025894,0.0001593194506792,0.23557125942955262,mid,0.0025807115869869
2015-03-18,1112.1006,1128.4211,1105.5519,1125.6584,3930446.0,778884998.0,600519.SH,3846.055,0.0123308923598972,0.0236705116309772,-0.0113396192710799,0.23751013082206435,mid,-0.0052421415830351
2015-03-19,1121.0027,1123.305,1098.0823,1104.324,3353977.0,658535489.0,600519.SH,3839.739,-0.0189528190790384,-0.0016422022045966,-0.0173106168744417,0.25106662878744007,mid,0.0246585192118364
2015-03-20,1098.7986,1102.8404,1081.813,1093.4266,5137371.0,991294900.0,600519.SH,3892.574,-0.0098679373082537,0.0137600498367207,-0.0236279871449744,0.2535632302255565,mid,-0.0237927899792843
2015-03-23,1101.2032,1111.8448,1093.6824,1103.3008,4097901.0,799009923.0,600519.SH,3972.061,0.0090305101412384,0.0204201641381769,-0.0113896539969384,0.25453474443018476,mid,-0.0190079299828902
2015-03-24,1104.4264,1115.3749,1088.0547,1106.4217,6007944.0,1172628507.0,600519.SH,3973.046,0.0028286936799104,0.0002479820929235,0.0025807115869869,0.25265571669615344,mid,0.0053172408196092
2015-03-25,1092.6592,1103.4031,1087.85,1091.5337,4224030.0,815963246.0,600519.SH,3940.412,-0.0134559906046674,-0.0082138490216322,-0.0052421415830351,0.2586320189687451,mid,-0.0208063858551599
2015-03-26,1095.4731,1127.9607,1087.5431,1121.105,6710525.0,1315872110.0,600519.SH,3949.999,0.0270915135281668,0.0024329943163303,0.0246585192118364,0.27090109327221323,mid,-0.0037336319714076
2015-03-27,1118.24,1121.105,1092.4034,1100.5892,4014459.0,784086654.0,600519.SH,3971.697,-0.0182996240316474,0.0054931659476369,-0.0237927899792843,0.2717851601763792,mid,-0.0007296005987027
2015-03-30,1101.2543,1123.1003,1093.1708,1111.9471,6345139.0,1237889229.0,600519.SH,4088.178,0.0103198359569585,0.0293277659398487,-0.0190079299828902,0.273597436385128,mid,-0.0037045695891553
2015-03-31,1111.4866,1132.4117,1097.8777,1107.803,8813097.0,1746870227.0,600519.SH,4051.204,-0.0037268859282963,-0.0090441267479056,0.0053172408196092,0.25930391014640586,mid,0.0089173769848489
2015-04-01,1108.1611,1115.9889,1100.2311,1104.631,7687523.0,1504959693.0,600519.SH,4123.895,-0.0028633249774554,0.0179430608777044,-0.0208063858551599,0.25962260479130556,mid,-0.0121569433822358
2015-04-02,1107.803,1116.1935,1092.0453,1100.7427,6298161.0,1228604478.0,600519.SH,4124.776,-0.0035199989860867,0.0002136329853208,-0.0037336319714076,0.25778252144742597,mid,-0.0183070299715222
2015-04-03,1097.7754,1113.175,1091.5337,1112.1517,5121088.0,996536046.0,600519.SH,4170.538,0.0103648200437758,0.0110944206424785,-0.0007296005987027,0.25556163475963356,mid,-0.0009775124343216
2015-04-07,1112.3564,1133.9977,1106.9844,1131.9001,5982433.0,1189027078.0,600519.SH,4260.044,0.0177569301022515,0.0214614996914068,-0.0037045695891553,0.22576163205216654,mid,0.0054850046290184
2015-04-08,1141.2626,1183.1128,1136.6069,1151.4949,13585716.0,2798381803.0,600519.SH,4295.803,0.0173114217411942,0.0083940447563453,0.0089173769848489,0.21908433389713036,mid,0.011670140729086
2015-04-09,1151.3926,1158.5552,1123.6119,1128.4723,6239973.0,1255308054.0,600519.SH,4262.138,-0.0199936621516951,-0.0078367187694593,-0.0121569433822358,0.22618727505790664,mid,0.0605396597479694
