time,open,high,low,close_stock,volume,amount,thscode,close_index,ret_stock,ret_index,ret_excess
2015-03-31,1111.4866,1132.4117,1097.8777,1107.803,8813097.0,1746870227.0,600519.SH,4051.204,-0.0037268859282963973,-0.009044126747905668,0.00531724081960927
2015-04-01,1108.1611,1115.9889,1100.2311,1104.631,7687523.0,1504959693.0,600519.SH,4123.895,-0.0028633249774554503,0.017943060877704475,-0.020806385855159926
2015-04-02,1107.803,1116.1935,1092.0453,1100.7427,6298161.0,1228604478.0,600519.SH,4124.776,-0.003519998986086792,0.00021363298532084407,-0.003733631971407636
2015-04-03,1097.7754,1113.175,1091.5337,1112.1517,5121088.0,996536046.0,600519.SH,4170.538,0.010364820043775813,0.011094420642478564,-0.000729600598702751
2015-04-07,1112.3564,1133.9977,1106.9844,1131.9001,5982433.0,1189027078.0,600519.SH,4260.044,0.017756930102251545,0.02146149969140687,-0.0037045695891553265
2015-04-08,1141.2626,1183.1128,1136.6069,1151.4949,13585716.0,2798381803.0,600519.SH,4295.803,0.017311421741194266,0.008394044756345309,0.008917376984848957
2015-04-09,1151.3926,1158.5552,1123.6119,1128.4723,6239973.0,1255308054.0,600519.SH,4262.138,-0.01999366215169518,-0.00783671876945935,-0.01215694338223583
2015-04-10,1128.4211,1143.7696,1126.477,1129.5978,10201946.0,2048914304.0,600519.SH,4344.416,0.0009973660851048116,0.019304396056627038,-0.018307029971522226
2015-04-13,1136.4023,1151.4438,1123.0491,1148.4253,9135609.0,1840018389.0,600519.SH,4421.073,0.016667436852302764,0.017644949286624412,-0.000977512434321648
2015-04-14,1148.9369,1175.9501,1148.7322,1159.1692,8190313.0,1691094329.0,600519.SH,4438.184,0.009355332035962505,0.0038703274069440408,0.005485004629018464
2015-04-15,1175.0292,1178.5082,1149.7555,1157.6343,5500520.0,1135635917.0,600519.SH,4380.513,-0.001324138011948639,-0.012994278741034648,0.01167014072908601
2015-04-16,1172.2154,1262.8736,1168.5317,1262.8736,8601417.0,1877332299.0,600519.SH,4513.546,0.09090893384897103,0.030369274101001542,0.06053965974796949
2015-04-17,1327.4905,1377.6288,1273.157,1295.0541,19209491.0,4577503916.0,600519.SH,4596.136,0.025481964307433547,0.018298251529950127,0.00718371277748342
2015-04-20,1281.9568,1362.2804,1276.8406,1302.5749,13058871.0,3118764548.0,600519.SH,4521.919,0.005807324960401372,-0.016147694498161225,0.021955019458562597
2015-04-21,1333.1183,1422.2928,1333.1183,1422.2928,12240188.0,3039243960.0,600519.SH,4619.164,0.09190864955251321,0.021505250315186908,0.0704033992373263
2015-04-22,1480.4635,1481.4867,1420.6557,1455.3432,13463506.0,3543576711.0,600519.SH,4739.814,0.023237409343561444,0.026119444990478913,-0.002882035646917469
2015-04-23,1455.9059,1456.7757,1399.5259,1415.1814,8603012.0,2214737651.0,600519.SH,4740.892,-0.02759610241762911,0.00022743508500533416,-0.027823537502634443
2015-04-24,1393.8982,1433.8042,1358.7502,1427.7159,10053123.0,2547399865.0,600519.SH,4702.641,0.008857168416713135,-0.008068312882892115,0.01692548129960525
2015-04-27,1423.0602,1475.3473,1399.5771,1413.9023,7897335.0,2050832438.0,600519.SH,4807.592,-0.009675314255448098,0.02231745948712649,-0.03199277374257459
2015-04-28,1404.7444,1428.2787,1369.1872,1373.4847,8729177.0,2187970737.0,600519.SH,4741.861,-0.028585850663090384,-0.013672333259561076,-0.014913517403529308
2015-04-29,1364.3268,1399.6283,1364.3268,1383.1543,5930057.0,1477767688.0,600519.SH,4774.326,0.007040194914439191,0.006846468084998669,0.00019372682944052144
2015-04-30,1390.1634,1409.349,1372.7685,1395.6888,6406407.0,1610938043.0,600519.SH,4749.886,0.009062257189960565,-0.005119047170218272,0.014181304360178837
2015-05-04,1397.8888,1430.3252,1384.3821,1409.7071,5473902.0,1398337296.0,600519.SH,4787.741,0.010044001212877962,0.007969664956169353,0.0020743362567086088
2015-05-05,1394.5121,1394.5121,1332.5044,1337.9787,7370003.0,1801146749.0,600519.SH,4596.837,-0.0508817753702171,-0.03987350192919781,-0.01100827344101929
2015-05-06,1353.4806,1368.8802,1333.1695,1346.8296,6032432.0,1472597539.0,600519.SH,4553.327,0.006615127729612036,-0.0094652040087565,0.016080331738368536
2015-05-07,1358.6991,1393.8982,1346.2157,1358.3409,6810290.0,1693825898.0,600519.SH,4470.089,0.008546960951853144,-0.018280698926301686,0.02682765987815483
2015-05-08,1364.4292,1409.2466,1363.3036,1405.6142,5780559.0,1447670266.0,600519.SH,4558.404,0.03480223558018469,0.019756877323919175,0.015045358256265517
2015-05-11,1391.954,1425.1579,1384.2798,1422.344,6134570.0,1552417973.0,600519.SH,4690.532,0.01190212790963563,0.028985583550733995,-0.017083455641098366
2015-05-12,1421.1161,1421.1161,1394.5121,1406.8932,4703129.0,1193035140.0,600519.SH,4747.421,-0.01086291361302194,0.012128474978957637,-0.022991388591979578
2015-05-13,1403.7212,1450.6363,1397.0702,1417.0232,5891341.0,1520374556.0,600519.SH,4718.436,0.007200262251605194,-0.006105420184980503,0.013305682436585697
2015-05-14,1416.2558,1432.8833,1390.5215,1391.4936,4185329.0,1062504725.0,600519.SH,4700.778,-0.018016359929745707,-0.0037423417420516802,-0.014274018187694026
2015-05-15,1391.4936,1402.1352,1341.3553,1359.5688,5418507.0,1333031173.0,600519.SH,4617.47,-0.0229428292016578,-0.017722172797779434,-0.005220656403878365
2015-05-18,1358.6991,1358.6991,1333.6299,1338.9507,3536324.0,856505079.0,600519.SH,4575.14,-0.015165175899888195,-0.00916735788213019,-0.005997818017758005
2015-05-19,1338.4903,1385.4054,1334.1415,1384.4845,4763777.0,1174434448.0,600519.SH,4731.222,0.034007077333019,0.034115240189371177,-0.0001081628563521786
2015-05-20,1394.5121,1435.4413,1380.6985,1404.4886,6377150.0,1631009463.0,600519.SH,4754.919,0.014448771365804358,0.005008642587475354,0.009440128778329004
2015-05-21,1414.9767,1442.0923,1404.7956,1428.2276,4766913.0,1230234942.0,600519.SH,4840.976,0.016902237583131807,0.018098520710867927,-0.0011962831277361197
2015-05-22,1433.8042,1521.3927,1433.3437,1516.5835,6664906.0,1779754347.0,600519.SH,4951.335,0.06186401943219688,0.02279684923040315,0.03906717020179373
2015-05-25,1486.6028,1581.2005,1481.4867,1572.7077,6747362.0,1868570180.0,600519.SH,5099.495,0.037006996317710206,0.029923242923373117,0.007083753394337089
2015-05-26,1571.5309,1588.9259,1558.0243,1566.1078,6091468.0,1746031124.0,600519.SH,5198.918,-0.004196520434153084,0.019496636431646674,-0.023693156865799758
2015-05-27,1566.0055,1585.4469,1501.9513,1521.9043,4693479.0,1309259999.0,600519.SH,5181.434,-0.028225068542535925,-0.0033630074565513812,-0.024862061085984544
2015-05-28,1513.4626,1542.8805,1435.9529,1441.1203,6088499.0,1650995554.0,600519.SH,4834.007,-0.05308086717410543,-0.06705228706956423,0.013971419895458803
2015-05-29,1435.4925,1481.4867,1434.8786,1455.0362,5778309.0,1531805542.0,600519.SH,4840.829,0.009656306971735695,0.0014112515765907219,0.008245055395144973
2015-06-01,1455.599,1501.849,1434.4181,1494.0724,6581670.0,1747123649.0,600519.SH,5076.179,0.026828335954803162,0.04861770576899138,-0.02178936981418822
2015-06-02,1489.1609,1489.1609,1438.818,1469.3102,6463560.0,1708951665.0,600519.SH,5161.87,-0.016573627891125042,0.01688100439326501,-0.03345463228439005
2015-06-03,1461.943,1469.3102,1435.4925,1449.7154,4642403.0,1218378716.0,600519.SH,5143.59,-0.013336053884332788,-0.00354135226187402,-0.009794701622458768
2015-06-04,1450.6875,1461.0221,1333.1183,1426.2834,9236273.0,2332785391.0,600519.SH,5181.416,-0.016163172440604612,0.007354007609471136,-0.023517180050075748
2015-06-05,1425.7718,1446.1852,1363.8152,1403.9258,8573823.0,2188974566.0,600519.SH,5230.552,-0.01567542607591177,0.009483121988274945,-0.025158548064186714
2015-06-08,1392.0052,1474.0171,1383.2566,1459.1803,9600797.0,2462736702.0,600519.SH,5353.751,0.03935713696550058,0.02355372817247603,0.015803408793024554
2015-06-09,1461.0221,1485.5796,1417.5348,1430.4787,7785186.0,2045525401.0,600519.SH,5317.461,-0.019669673446112257,-0.006778425070572025,-0.012891248375540232
2015-06-10,1413.1349,1470.6404,1403.7212,1440.8133,8046208.0,2096832880.0,600519.SH,5309.112,0.0072245745427736985,-0.0015701102462246652,0.008794684788998364
2015-06-11,1435.4413,1458.464,1424.0323,1435.7483,5295454.0,1378413758.0,600519.SH,5306.59,-0.0035153756562352756,-0.00047503235946044775,-0.003040343296774828
2015-06-12,1446.2876,1501.9513,1440.5575,1466.1382,9090952.0,2438986511.0,600519.SH,5335.115,0.021166593058128624,0.005375391729905532,0.015791201328223092
2015-06-15,1471.1521,1496.8351,1435.8506,1439.9947,10001422.0,2664672586.0,600519.SH,5221.167,-0.01783153866395415,-0.02135811505468943,0.003526576390735281
2015-06-16,1430.3252,1465.115,1397.0702,1404.4886,6930384.0,1789696036.0,600519.SH,5064.821,-0.024657104640732452,-0.029944646474629244,0.005287541833896792
2015-06-17,1404.5398,1423.9812,1379.1637,1410.321,5838881.0,1478407037.0,600519.SH,5138.831,0.0041526858957772195,0.014612559851572282,-0.010459873955795063
2015-06-18,1399.7306,1408.8373,1336.188,1353.4294,6150650.0,1530836127.0,600519.SH,4930.549,-0.04033946881596451,-0.0405310079276785,0.00019153911171398974
2015-06-19,1363.1501,1376.5544,1302.5237,1309.1236,6760866.0,1646002769.0,600519.SH,4637.052,-0.032735952093252974,-0.059526231257411744,0.02679027916415877
2015-06-23,1332.0951,1414.2093,1303.0865,1395.7912,8124734.0,1989068141.0,600519.SH,4786.091,0.0662027634365463,0.032140894689125954,0.03406186874742034
2015-06-24,1384.2798,1462.0453,1372.2569,1441.6319,9570694.0,2463553858.0,600519.SH,4880.126,0.03284208984839587,0.019647557892233936,0.013194531956161937
2015-06-25,1443.1156,1445.8271,1385.3542,1393.4377,6652166.0,1707385606.0,600519.SH,4706.516,-0.033430309082367105,-0.03557490113984774,0.002144592057480632
2015-06-26,1384.3821,1413.6977,1309.0724,1345.6529,9933201.0,2451381599.0,600519.SH,4336.195,-0.034292742330712,-0.07868261788550168,0.04438987555478968
2015-06-29,1375.9405,1417.5348,1270.7013,1367.0896,16507167.0,4057069903.0,600519.SH,4191.549,0.01593033389219456,-0.033357817164587744,0.0492881510567823
2015-06-30,1367.0896,1434.5204,1363.8152,1423.4184,12629819.0,3205285541.0,600519.SH,4472.998,0.041203444163425695,0.06714677557151294,-0.025943331408087245
2015-07-01,1409.8606,1478.9286,1389.2936,1422.5998,10332654.0,2696026039.0,600519.SH,4253.021,-0.0005750944346371023,-0.04917887287228828,0.04860377843765118
2015-07-02,1411.3954,1551.0663,1358.7502,1436.9762,11845972.0,3011363680.0,600519.SH,4107.996,0.010105723338355688,-0.03409929083350394,0.044205014171859625
2015-07-03,1409.8606,1437.9994,1344.3738,1383.3078,10960531.0,2772183160.0,600519.SH,3885.917,-0.037348148146086224,-0.05406017922120665,0.016712031075120426
2015-07-06,1476.1147,1476.3194,1330.5602,1404.9491,27279966.0,7012491142.0,600519.SH,3998.537,0.015644602018437315,0.02898157629203091,-0.013336974273593594
2015-07-07,1384.2798,1417.9441,1330.5602,1354.5038,16756224.0,4121731560.0,600519.SH,3928.003,-0.035905428887067936,-0.01763995181237532,-0.018265477074692615
2015-07-08,1276.8406,1358.6479,1229.5674,1317.0536,28914054.0,6738026659.0,600519.SH,3663.038,-0.027648648900062134,-0.06745539654628574,0.039806747646223606
2015-07-09,1317.0536,1437.539,1297.3053,1424.9021,13820334.0,3409950542.0,600519.SH,3897.626,0.08188618899033417,0.06404192367100747,0.017844265319326702
2015-07-10,1420.0929,1553.1128,1394.3075,1464.0406,25614930.0,6888908351.0,600519.SH,4106.556,0.027467501100602032,0.05360442484732997,-0.026136923746727936
2015-07-13,1425.209,1463.9895,1389.396,1423.93,14892616.0,3838169457.0,600519.SH,4211.812,-0.027397191034183033,0.025631210191703335,-0.05302840122588637
2015-07-14,1409.8606,1410.7815,1369.9546,1379.4195,9676830.0,2425239239.0,600519.SH,4112.149,-0.03125891019923743,-0.023662737083231522,-0.007596173116005911
2015-07-15,1371.4894,1398.0934,1349.8993,1390.7262,10407746.0,2585923324.0,600519.SH,3966.759,0.008196708832954869,-0.03535620912569082,0.04355291795864569
2015-07-16,1390.7262,1405.6653,1375.3777,1392.4145,7281433.0,1826618391.0,600519.SH,3997.356,0.0012139700826805377,0.007713349865721586,-0.006499379783041048
2015-07-17,1416.3786,1421.95,1392.4043,1412.3828,5641853.0,1284361191.0,600519.SH,4151.496,0.01434077280867152,0.03856048848288718,-0.02421971567421566
2015-07-20,1405.9672,1410.188,1379.7981,1394.4865,6793355.0,1531275688.0,600519.SH,4160.612,-0.01267099825911222,0.0021958349472093186,-0.01486683320632154
2015-07-21,1375.5772,1389.3653,1365.7287,1375.0707,5178996.0,1148423253.0,600519.SH,4166.006,-0.013923261358213201,0.0012964438885434415,-0.015219705246756643
2015-07-22,1365.7287,1376.9842,1346.4817,1349.577,7085510.0,1552554839.0,600519.SH,4157.16,-0.018539919438324115,-0.00212337668260687,-0.016416542755717245
2015-07-23,1354.4168,1369.1053,1341.9232,1363.1399,6474810.0,1411411702.0,600519.SH,4250.805,0.01004974151159943,0.02252619576826498,-0.012476454256665548
2015-07-24,1368.5425,1386.4951,1358.6939,1361.2827,5739009.0,1271122141.0,600519.SH,4176.279,-0.0013624426957202784,-0.017532208605193556,0.016169765909473277
2015-07-27,1348.8454,1373.0448,1258.8011,1261.7275,7694415.0,1628465532.0,600519.SH,3818.731,-0.07313337633689165,-0.08561401189910922,0.012480635562217568
2015-07-28,1252.3854,1306.2994,1238.9914,1285.9832,8670357.0,1766521467.0,600519.SH,3811.093,0.019224198569025353,-0.0020001408844980695,0.021224339453523422
2015-07-29,1296.9574,1309.451,1265.1605,1296.7322,6650743.0,1364157580.0,600519.SH,3930.379,0.008358585088825476,0.031299682269627205,-0.02294109718080173
2015-07-30,1302.8665,1302.8665,1281.8749,1286.7148,4113400.0,853284372.0,600519.SH,3815.412,-0.007725110859435724,-0.02925086868212967,0.021525757822693947
2015-07-31,1290.8794,1292.1738,1270.0566,1291.611,4073664.0,835374146.0,600519.SH,3816.699,0.003805194437804138,0.0003373161273279024,0.0034678783104762356
2015-08-03,1281.3122,1309.3947,1270.0566,1306.9748,5455303.0,1117796040.0,600519.SH,3829.235,0.011895067477746712,0.003284513659578714,0.008610553818167999
2015-08-04,1305.2864,1331.8495,1305.2864,1320.5377,5953396.0,1260302964.0,600519.SH,3948.155,0.010377323265911675,0.0310558114088062,-0.020678488142894524
2015-08-05,1325.9403,1331.1179,1292.23,1293.637,4314385.0,907597376.0,600519.SH,3866.9,-0.02037102007765479,-0.02058049899256742,0.00020947891491263082
2015-08-06,1288.2343,1295.3816,1270.0566,1281.0871,3924980.0,805358564.0,600519.SH,3831.852,-0.009701253133607035,-0.009063590990198933,-0.000637662143408102
2015-08-07,1295.3253,1301.5721,1284.6888,1292.1738,3952134.0,819022560.0,600519.SH,3906.945,0.008654134445659434,0.01959705124310651,-0.010942916797447078
2015-08-10,1292.624,1326.3343,1282.0438,1322.3949,5649643.0,1182083559.0,600519.SH,4084.365,0.02338779814294334,0.04541144039652445,-0.02202364225358111
2015-08-11,1322.3949,1323.0139,1309.5073,1313.6718,5089705.0,1076261224.0,600519.SH,4066.669,-0.006596441047980406,-0.004332619636100099,-0.002263821411880307
2015-08-12,1309.3947,1333.5941,1302.4163,1306.4683,4582434.0,968610598.0,600519.SH,4016.126,-0.005483485296708057,-0.012428599426213327,0.00694511412950527
2015-08-13,1317.8926,1317.8926,1286.9399,1306.6934,3518025.0,733202199.0,600519.SH,4075.463,0.00017229656471573485,0.014774685853979674,-0.01460238928926394
2015-08-14,1312.2649,1317.3299,1305.2302,1309.3384,3066690.0,645849785.0,600519.SH,4073.54,0.00202419328053538,-0.00047184822926871206,0.0024960415098040922
2015-08-17,1298.308,1302.8102,1275.6844,1288.178,5385832.0,1108212041.0,600519.SH,4077.872,-0.016161139091315113,0.001063448499339703,-0.017224587590654816
2015-08-18,1292.4551,1295.3816,1255.1431,1259.1388,5128552.0,1047896516.0,600519.SH,3825.412,-0.02254284733942058,-0.061909741159114406,0.03936689381969383
2015-08-19,1251.7664,1265.3293,1242.9308,1262.2903,5026180.0,1004394398.0,600519.SH,3886.136,0.002502901189288975,0.015873845745242754,-0.013370944555953779
2015-08-20,1257.8444,1258.8011,1224.4717,1225.4284,3964503.0,788892224.0,600519.SH,3761.454,-0.029202395043358753,-0.032083797376108225,0.002881402332749472
2015-08-21,1205.4499,1224.2466,1175.0599,1176.2418,7562061.0,1433277975.0,600519.SH,3589.536,-0.0401382895973359,-0.04570519804309714,0.005566908445761243
2015-08-24,1146.2458,1149.0597,1074.2104,1082.3144,8981284.0,1559048775.0,600519.SH,3275.534,-0.07985381917221446,-0.08747704438679538,0.00762322521458092
2015-08-25,1070.0458,1154.7437,1062.9548,1121.4273,12308058.0,2165823577.0,600519.SH,3042.927,0.03613820531261536,-0.07101345917948032,0.10715166449209568
2015-08-26,1122.384,1188.454,1112.4792,1162.4537,9157253.0,1663612844.0,600519.SH,3025.692,0.03658409243292016,-0.005663954475411348,0.042248046908331505
2015-08-27,1196.8957,1252.6106,1168.1378,1236.684,8705201.0,1663248886.0,600519.SH,3205.638,0.06385656478189183,0.059472676002712666,0.004383888779179168
2015-08-28,1225.0345,1226.6666,1180.744,1211.8093,8992583.0,1720106859.0,600519.SH,3342.286,-0.020114030746738898,0.042627395856924544,-0.06274142660366344
2015-08-31,1193.1813,1227.8484,1169.7698,1227.1168,6273019.0,1198185023.0,600519.SH,3366.536,0.012631938045037483,0.007255513142801151,0.005376424902236332
2015-09-01,1207.1382,1225.0345,1185.6401,1221.489,8743269.0,1688392993.0,600519.SH,3362.083,-0.004586197499700129,-0.0013227246047569086,-0.00326347289494322
2015-09-02,1197.5147,1225.0345,1192.3935,1222.8397,10694546.0,2052413262.0,600519.SH,3365.832,0.001105781550222673,0.0011150825247323581,-9.300974509685034e-06
2015-09-07,1211.5279,1219.4067,1189.2982,1189.6359,3221642.0,615819752.0,600519.SH,3250.485,-0.027153027498207694,-0.03426998138944537,0.007116953891237676
2015-09-08,1188.2289,1199.5407,1168.7568,1193.0688,3309858.0,621914336.0,600519.SH,3334.023,0.002885672834856523,0.02570016474464576,-0.022814491909789236
2015-09-09,1197.6836,1218.6751,1197.6836,1207.3633,3521516.0,676337501.0,600519.SH,3399.305,0.011981287248480577,0.019580548784456475,-0.007599261535975899
